GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1500000US360610146011,360610146011,"Block Group 1, Census Tract 146.01, New York County, New York",1045,261,962,254,780,253,0,11,0,11,163,89,0,11,0,11,19,31,0,11,19,31,83,134,83,134,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146012,360610146012,"Block Group 2, Census Tract 146.01, New York County, New York",940,266,910,258,681,185,7,14,0,11,199,188,0,11,0,11,23,33,0,11,23,33,30,35,28,32,2,5,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146013,360610146013,"Block Group 3, Census Tract 146.01, New York County, New York",1015,201,1004,198,886,202,11,25,60,85,35,38,0,11,0,11,12,19,0,11,12,19,11,32,0,11,11,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146014,360610146014,"Block Group 4, Census Tract 146.01, New York County, New York",1463,282,1345,270,1183,289,31,34,0,11,96,83,0,11,0,11,35,57,0,11,35,57,118,110,118,110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146021,360610146021,"Block Group 1, Census Tract 146.02, New York County, New York",1332,282,1332,282,1121,293,0,11,0,11,211,178,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146022,360610146022,"Block Group 2, Census Tract 146.02, New York County, New York",2225,483,1880,525,1632,491,57,75,0,11,158,154,0,11,16,29,17,27,0,11,17,27,345,167,345,167,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146023,360610146023,"Block Group 3, Census Tract 146.02, New York County, New York",1215,244,1160,250,1070,250,0,11,0,11,90,94,0,11,0,11,0,11,0,11,0,11,55,61,55,61,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146024,360610146024,"Block Group 4, Census Tract 146.02, New York County, New York",756,227,756,227,707,225,34,54,0,11,15,27,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146025,360610146025,"Block Group 5, Census Tract 146.02, New York County, New York",766,278,637,254,573,245,0,11,0,11,64,91,0,11,0,11,0,11,0,11,0,11,129,137,129,137,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610146026,360610146026,"Block Group 6, Census Tract 146.02, New York County, New York",1454,448,1425,441,1380,441,0,11,0,11,17,29,0,11,28,45,0,11,0,11,0,11,29,50,29,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610147001,360610147001,"Block Group 1, Census Tract 147, New York County, New York",3161,302,2816,250,1830,229,93,58,0,11,753,185,8,14,31,41,101,85,12,20,89,82,345,199,285,205,0,11,0,11,0,11,0,11,34,44,26,29,13,21,13,20
1500000US360610148011,360610148011,"Block Group 1, Census Tract 148.01, New York County, New York",1361,253,1235,253,981,207,11,17,11,19,103,61,0,11,48,52,81,57,0,11,81,57,126,84,92,72,0,11,0,11,0,11,0,11,34,40,0,11,0,11,0,11
1500000US360610148012,360610148012,"Block Group 2, Census Tract 148.01, New York County, New York",1720,239,1646,250,1385,255,50,77,0,11,170,99,0,11,0,11,41,42,10,15,31,39,74,58,67,54,0,11,0,11,0,11,0,11,7,11,0,11,0,11,0,11
1500000US360610148021,360610148021,"Block Group 1, Census Tract 148.02, New York County, New York",1644,315,1458,280,1281,271,0,11,0,11,164,152,0,11,0,11,13,20,0,11,13,20,186,158,168,155,0,11,0,11,0,11,0,11,18,30,0,11,0,11,0,11
1500000US360610148022,360610148022,"Block Group 2, Census Tract 148.02, New York County, New York",1512,391,1357,363,1069,334,104,135,0,11,154,135,0,11,0,11,30,48,0,11,30,48,155,147,45,43,0,11,0,11,0,11,0,11,67,108,43,51,14,23,29,44
1500000US360610148023,360610148023,"Block Group 3, Census Tract 148.02, New York County, New York",1353,366,1337,367,1097,294,0,11,0,11,156,255,0,11,0,11,84,89,0,11,84,89,16,27,0,11,0,11,0,11,0,11,0,11,16,27,0,11,0,11,0,11
1500000US360610148024,360610148024,"Block Group 4, Census Tract 148.02, New York County, New York",1410,298,1332,299,1064,277,0,11,0,11,155,112,0,11,0,11,113,136,0,11,113,136,78,102,78,102,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610148025,360610148025,"Block Group 5, Census Tract 148.02, New York County, New York",832,275,790,282,661,242,0,11,0,11,38,53,0,11,0,11,91,132,0,11,91,132,42,53,42,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610149001,360610149001,"Block Group 1, Census Tract 149, New York County, New York",1267,328,1174,347,867,274,31,22,6,13,187,107,0,11,0,11,83,127,0,11,83,127,93,79,47,47,0,11,0,11,0,11,0,11,19,31,27,57,27,57,0,11
1500000US360610149002,360610149002,"Block Group 2, Census Tract 149, New York County, New York",1241,295,1065,290,991,278,9,20,0,11,65,62,0,11,0,11,0,11,0,11,0,11,176,108,152,95,9,19,0,11,0,11,15,25,0,11,0,11,0,11,0,11
1500000US360610149003,360610149003,"Block Group 3, Census Tract 149, New York County, New York",1310,428,1190,431,956,372,11,18,0,11,201,245,0,11,0,11,22,32,0,11,22,32,120,102,120,102,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610149004,360610149004,"Block Group 4, Census Tract 149, New York County, New York",728,281,686,277,660,276,0,11,0,11,26,32,0,11,0,11,0,11,0,11,0,11,42,42,42,42,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610149005,360610149005,"Block Group 5, Census Tract 149, New York County, New York",1388,368,1388,368,1159,328,0,11,0,11,229,231,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610150011,360610150011,"Block Group 1, Census Tract 150.01, New York County, New York",831,218,796,214,763,224,0,11,0,11,22,26,0,11,0,11,11,18,0,11,11,18,35,29,35,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610150012,360610150012,"Block Group 2, Census Tract 150.01, New York County, New York",1121,172,1101,172,955,171,0,11,0,11,137,104,0,11,0,11,9,14,0,11,9,14,20,23,20,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610150021,360610150021,"Block Group 1, Census Tract 150.02, New York County, New York",1796,440,1541,392,1388,376,25,36,0,11,128,112,0,11,0,11,0,11,0,11,0,11,255,226,229,226,0,11,0,11,0,11,0,11,0,11,26,42,0,11,26,42
1500000US360610150022,360610150022,"Block Group 2, Census Tract 150.02, New York County, New York",1521,334,1493,329,1493,329,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,34,13,21,0,11,0,11,0,11,0,11,15,26,0,11,0,11,0,11
1500000US360610150023,360610150023,"Block Group 3, Census Tract 150.02, New York County, New York",799,229,799,229,769,223,14,23,0,11,16,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610150024,360610150024,"Block Group 4, Census Tract 150.02, New York County, New York",1055,528,686,213,670,213,0,11,0,11,0,11,0,11,0,11,16,27,16,27,0,11,369,522,331,520,0,11,0,11,0,11,0,11,18,27,20,31,20,31,0,11
1500000US360610151000,360610151000,"Block Group 0, Census Tract 151, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610151001,360610151001,"Block Group 1, Census Tract 151, New York County, New York",1156,483,298,220,226,206,0,11,0,11,37,49,0,11,17,32,18,29,0,11,18,29,858,474,156,147,149,240,21,35,0,11,0,11,366,490,166,265,166,265,0,11
1500000US360610151002,360610151002,"Block Group 2, Census Tract 151, New York County, New York",1787,417,693,315,0,11,453,239,0,11,240,199,0,11,0,11,0,11,0,11,0,11,1094,347,477,247,91,144,0,11,0,11,0,11,502,346,24,39,0,11,24,39
1500000US360610151003,360610151003,"Block Group 3, Census Tract 151, New York County, New York",334,212,296,210,34,72,104,101,0,11,158,228,0,11,0,11,0,11,0,11,0,11,38,49,38,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610151004,360610151004,"Block Group 4, Census Tract 151, New York County, New York",4204,852,4108,828,3144,710,113,144,0,11,712,337,0,11,0,11,139,141,0,11,139,141,96,115,32,55,0,11,0,11,0,11,0,11,0,11,64,103,0,11,64,103
1500000US360610152000,360610152000,"Block Group 0, Census Tract 152, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610152001,360610152001,"Block Group 1, Census Tract 152, New York County, New York",1332,323,470,234,103,94,325,231,0,11,0,11,0,11,0,11,42,54,0,11,42,54,862,290,333,183,322,217,0,11,0,11,0,11,167,166,40,53,0,11,40,53
1500000US360610152002,360610152002,"Block Group 2, Census Tract 152, New York County, New York",1206,352,830,328,360,147,261,259,0,11,192,166,0,11,0,11,17,28,0,11,17,28,376,167,174,81,61,70,0,11,0,11,0,11,141,131,0,11,0,11,0,11
1500000US360610152003,360610152003,"Block Group 3, Census Tract 152, New York County, New York",1864,404,1513,372,1029,252,105,170,0,11,168,157,0,11,0,11,211,151,26,41,185,149,351,253,296,237,0,11,0,11,0,11,0,11,40,65,15,27,15,27,0,11
1500000US360610152004,360610152004,"Block Group 4, Census Tract 152, New York County, New York",985,275,927,283,765,258,17,30,0,11,145,144,0,11,0,11,0,11,0,11,0,11,58,77,58,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610152005,360610152005,"Block Group 5, Census Tract 152, New York County, New York",1206,270,1191,272,916,220,0,11,0,11,216,135,0,11,0,11,59,72,0,11,59,72,15,24,0,11,0,11,0,11,0,11,0,11,0,11,15,24,15,24,0,11
1500000US360610152006,360610152006,"Block Group 6, Census Tract 152, New York County, New York",981,187,902,180,866,189,0,11,0,11,36,40,0,11,0,11,0,11,0,11,0,11,79,77,79,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610153001,360610153001,"Block Group 1, Census Tract 153, New York County, New York",1164,352,1120,352,804,284,97,171,0,11,186,189,0,11,0,11,33,53,0,11,33,53,44,52,44,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610153002,360610153002,"Block Group 2, Census Tract 153, New York County, New York",1404,350,1335,346,1227,347,28,46,0,11,80,89,0,11,0,11,0,11,0,11,0,11,69,66,69,66,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610153003,360610153003,"Block Group 3, Census Tract 153, New York County, New York",1583,672,1284,561,1195,563,0,11,0,11,75,71,0,11,0,11,14,28,0,11,14,28,299,400,299,400,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610153004,360610153004,"Block Group 4, Census Tract 153, New York County, New York",1371,550,1284,523,1096,520,0,11,0,11,144,128,0,11,0,11,44,50,27,42,17,30,87,86,58,74,0,11,0,11,29,48,0,11,0,11,0,11,0,11,0,11
1500000US360610153005,360610153005,"Block Group 5, Census Tract 153, New York County, New York",981,284,737,293,699,291,0,11,0,11,24,39,0,11,0,11,14,24,0,11,14,24,244,170,161,122,0,11,40,68,43,59,0,11,0,11,0,11,0,11,0,11
1500000US360610153006,360610153006,"Block Group 6, Census Tract 153, New York County, New York",1425,572,1233,428,1028,413,0,11,18,32,187,206,0,11,0,11,0,11,0,11,0,11,192,227,192,227,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610153007,360610153007,"Block Group 7, Census Tract 153, New York County, New York",1430,404,1376,385,1286,380,1,2,0,11,47,54,0,11,41,67,1,2,0,11,1,2,54,57,53,57,1,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154001,360610154001,"Block Group 1, Census Tract 154, New York County, New York",4842,1226,4177,1180,3621,1180,52,96,0,11,325,287,0,11,0,11,179,325,0,11,179,325,665,525,501,484,164,233,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154002,360610154002,"Block Group 2, Census Tract 154, New York County, New York",1533,661,1094,606,994,600,55,87,0,11,45,79,0,11,0,11,0,11,0,11,0,11,439,318,439,318,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154003,360610154003,"Block Group 3, Census Tract 154, New York County, New York",1950,786,1675,729,1489,724,0,11,0,11,158,193,0,11,0,11,28,47,0,11,28,47,275,262,275,262,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154004,360610154004,"Block Group 4, Census Tract 154, New York County, New York",1057,422,1057,422,852,450,205,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154005,360610154005,"Block Group 5, Census Tract 154, New York County, New York",1215,611,1137,585,971,575,64,122,0,11,46,77,0,11,0,11,56,91,0,11,56,91,78,93,0,11,0,11,0,11,52,87,0,11,26,46,0,11,0,11,0,11
1500000US360610154006,360610154006,"Block Group 6, Census Tract 154, New York County, New York",1231,379,1122,374,737,309,217,204,0,11,168,189,0,11,0,11,0,11,0,11,0,11,109,130,109,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154007,360610154007,"Block Group 7, Census Tract 154, New York County, New York",865,382,865,382,865,382,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154008,360610154008,"Block Group 8, Census Tract 154, New York County, New York",800,377,611,238,372,238,3,10,0,11,207,208,0,11,0,11,29,48,29,48,0,11,189,207,189,207,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610154009,360610154009,"Block Group 9, Census Tract 154, New York County, New York",1200,385,1133,369,358,236,2,4,0,11,418,357,0,11,0,11,355,342,251,333,104,117,67,106,0,11,0,11,0,11,0,11,0,11,0,11,67,106,0,11,67,106
1500000US360610155000,360610155000,"Block Group 0, Census Tract 155, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610155001,360610155001,"Block Group 1, Census Tract 155, New York County, New York",1506,441,1506,441,1163,436,28,44,0,11,288,213,0,11,0,11,27,48,0,11,27,48,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610155002,360610155002,"Block Group 2, Census Tract 155, New York County, New York",1581,537,1581,537,1036,474,43,65,0,11,382,289,0,11,0,11,120,113,54,80,66,82,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610155003,360610155003,"Block Group 3, Census Tract 155, New York County, New York",999,460,999,460,751,344,0,11,0,11,23,41,0,11,225,360,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610155004,360610155004,"Block Group 4, Census Tract 155, New York County, New York",803,349,795,362,795,362,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,45,0,11,0,11,0,11,0,11,0,11,8,45,0,11,0,11,0,11
1500000US360610155005,360610155005,"Block Group 5, Census Tract 155, New York County, New York",518,187,518,187,408,226,24,37,0,11,86,165,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610155006,360610155006,"Block Group 6, Census Tract 155, New York County, New York",4744,583,4576,587,3930,499,48,55,0,11,417,197,0,11,0,11,181,232,0,11,181,232,168,189,145,170,0,11,0,11,0,11,0,11,0,11,23,39,23,39,0,11
1500000US360610156011,360610156011,"Block Group 1, Census Tract 156.01, New York County, New York",980,250,768,250,524,215,42,53,0,11,202,170,0,11,0,11,0,11,0,11,0,11,212,146,212,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610156012,360610156012,"Block Group 2, Census Tract 156.01, New York County, New York",1201,364,1169,354,683,218,34,54,0,11,368,406,14,19,0,11,70,89,0,11,70,89,32,52,0,11,0,11,0,11,0,11,0,11,32,52,0,11,0,11,0,11
1500000US360610156013,360610156013,"Block Group 3, Census Tract 156.01, New York County, New York",789,307,535,217,395,184,13,21,0,11,127,95,0,11,0,11,0,11,0,11,0,11,254,260,222,256,0,11,0,11,0,11,0,11,32,36,0,11,0,11,0,11
1500000US360610156014,360610156014,"Block Group 4, Census Tract 156.01, New York County, New York",2438,479,2200,470,1907,411,190,126,0,11,91,56,0,11,0,11,12,20,0,11,12,20,238,184,109,73,129,180,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610156021,360610156021,"Block Group 1, Census Tract 156.02, New York County, New York",2217,377,1315,234,433,118,376,189,0,11,472,225,0,11,6,10,28,28,0,11,28,28,902,303,457,189,115,102,0,11,0,11,0,11,330,282,0,11,0,11,0,11
1500000US360610157001,360610157001,"Block Group 1, Census Tract 157, New York County, New York",701,303,542,367,439,346,0,11,0,11,67,107,0,11,0,11,36,59,36,59,0,11,159,212,159,212,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610157002,360610157002,"Block Group 2, Census Tract 157, New York County, New York",1128,471,1083,435,1014,396,0,11,0,11,69,110,0,11,0,11,0,11,0,11,0,11,45,77,45,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610157003,360610157003,"Block Group 3, Census Tract 157, New York County, New York",1782,714,1782,714,1711,708,0,11,0,11,71,106,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610157004,360610157004,"Block Group 4, Census Tract 157, New York County, New York",1405,641,1405,641,1254,609,0,11,0,11,82,107,0,11,0,11,69,116,0,11,69,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610157005,360610157005,"Block Group 5, Census Tract 157, New York County, New York",1170,436,1049,418,817,281,36,37,0,11,196,220,0,11,0,11,0,11,0,11,0,11,121,141,101,131,10,22,0,11,0,11,0,11,0,11,10,22,10,22,0,11
1500000US360610157006,360610157006,"Block Group 6, Census Tract 157, New York County, New York",690,269,690,269,690,269,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610157007,360610157007,"Block Group 7, Census Tract 157, New York County, New York",1505,561,1440,558,1124,490,94,154,0,11,69,111,0,11,0,11,153,130,0,11,153,130,65,112,65,112,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610157008,360610157008,"Block Group 8, Census Tract 157, New York County, New York",1140,531,867,450,747,431,8,16,0,11,85,129,0,11,0,11,27,47,0,11,27,47,273,236,171,215,0,11,0,11,102,166,0,11,0,11,0,11,0,11,0,11
1500000US360610158011,360610158011,"Block Group 1, Census Tract 158.01, New York County, New York",2027,358,1867,357,1590,347,30,39,0,11,179,153,0,11,36,55,32,50,0,11,32,50,160,116,160,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610158012,360610158012,"Block Group 2, Census Tract 158.01, New York County, New York",1205,341,1099,353,883,263,8,15,0,11,158,100,0,11,0,11,50,57,0,11,50,57,106,94,106,94,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610158013,360610158013,"Block Group 3, Census Tract 158.01, New York County, New York",1254,335,1241,342,1165,335,0,11,0,11,42,37,0,11,0,11,34,31,0,11,34,31,13,21,13,21,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610158014,360610158014,"Block Group 4, Census Tract 158.01, New York County, New York",1313,500,1186,503,1007,465,165,261,0,11,14,22,0,11,0,11,0,11,0,11,0,11,127,139,107,114,0,11,0,11,0,11,0,11,20,32,0,11,0,11,0,11
1500000US360610158021,360610158021,"Block Group 1, Census Tract 158.02, New York County, New York",2617,344,2390,357,1497,266,108,99,0,11,669,263,0,11,19,29,97,84,13,17,84,82,227,72,193,70,10,17,7,11,0,11,0,11,9,14,8,14,0,11,8,14
1500000US360610158022,360610158022,"Block Group 2, Census Tract 158.02, New York County, New York",2191,340,1881,292,1289,247,128,82,0,11,388,164,0,11,0,11,76,62,0,11,76,62,310,147,266,115,0,11,0,11,0,11,0,11,0,11,44,64,0,11,44,64
1500000US360610159000,360610159000,"Block Group 0, Census Tract 159, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159001,360610159001,"Block Group 1, Census Tract 159, New York County, New York",2016,727,2016,727,1915,713,0,11,0,11,53,88,0,11,0,11,48,88,0,11,48,88,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159002,360610159002,"Block Group 2, Census Tract 159, New York County, New York",1357,484,1296,487,1095,494,0,11,0,11,170,156,0,11,0,11,31,51,0,11,31,51,61,67,61,67,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159003,360610159003,"Block Group 3, Census Tract 159, New York County, New York",1134,358,980,353,954,352,0,11,0,11,26,41,0,11,0,11,0,11,0,11,0,11,154,154,154,154,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159004,360610159004,"Block Group 4, Census Tract 159, New York County, New York",682,333,682,333,625,353,0,11,0,11,32,53,0,11,0,11,25,39,0,11,25,39,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159005,360610159005,"Block Group 5, Census Tract 159, New York County, New York",1569,493,1511,489,1427,493,60,63,0,11,24,39,0,11,0,11,0,11,0,11,0,11,58,60,57,60,1,3,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610159006,360610159006,"Block Group 6, Census Tract 159, New York County, New York",987,351,791,318,610,312,32,53,0,11,149,134,0,11,0,11,0,11,0,11,0,11,196,167,110,97,0,11,0,11,0,11,0,11,86,140,0,11,0,11,0,11
1500000US360610159007,360610159007,"Block Group 7, Census Tract 159, New York County, New York",1375,522,1277,440,978,395,133,143,0,11,131,172,0,11,0,11,35,58,0,11,35,58,98,125,98,125,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610160011,360610160011,"Block Group 1, Census Tract 160.01, New York County, New York",729,157,691,163,597,144,10,16,0,11,32,30,0,11,9,16,43,51,0,11,43,51,38,34,38,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610160012,360610160012,"Block Group 2, Census Tract 160.01, New York County, New York",1258,210,1183,199,1045,207,0,11,0,11,107,81,0,11,0,11,31,48,0,11,31,48,75,63,75,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610160013,360610160013,"Block Group 3, Census Tract 160.01, New York County, New York",604,152,532,143,532,143,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,72,58,72,58,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610160014,360610160014,"Block Group 4, Census Tract 160.01, New York County, New York",1270,360,1232,359,1086,358,3,4,0,11,126,84,0,11,0,11,17,29,0,11,17,29,38,59,38,59,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610160021,360610160021,"Block Group 1, Census Tract 160.02, New York County, New York",1822,241,1612,252,1314,264,68,66,0,11,169,104,0,11,49,58,12,19,0,11,12,19,210,121,126,92,28,45,0,11,0,11,0,11,56,86,0,11,0,11,0,11
1500000US360610160022,360610160022,"Block Group 2, Census Tract 160.02, New York County, New York",1740,382,1565,364,1001,243,75,58,0,11,377,295,0,11,9,17,103,87,0,11,103,87,175,119,80,54,0,11,0,11,0,11,0,11,95,110,0,11,0,11,0,11
1500000US360610161001,360610161001,"Block Group 1, Census Tract 161, New York County, New York",1057,286,915,271,790,245,16,25,0,11,109,104,0,11,0,11,0,11,0,11,0,11,142,106,63,61,0,11,0,11,0,11,0,11,79,93,0,11,0,11,0,11
1500000US360610161002,360610161002,"Block Group 2, Census Tract 161, New York County, New York",814,267,769,257,708,246,20,32,0,11,41,48,0,11,0,11,0,11,0,11,0,11,45,50,45,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610161003,360610161003,"Block Group 3, Census Tract 161, New York County, New York",862,230,862,230,713,191,0,11,0,11,137,125,0,11,0,11,12,19,0,11,12,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610161004,360610161004,"Block Group 4, Census Tract 161, New York County, New York",1052,238,1052,238,986,222,0,11,0,11,34,39,0,11,0,11,32,49,0,11,32,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610161005,360610161005,"Block Group 5, Census Tract 161, New York County, New York",1602,430,1562,430,1246,409,105,115,8,15,124,130,0,11,14,24,65,95,57,88,8,16,40,44,25,37,0,11,0,11,0,11,0,11,15,23,0,11,0,11,0,11
1500000US360610161006,360610161006,"Block Group 6, Census Tract 161, New York County, New York",802,220,784,220,753,215,0,11,0,11,14,25,0,11,0,11,17,31,0,11,17,31,18,28,18,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610162000,360610162000,"Block Group 0, Census Tract 162, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1500000US360610162001,360610162001,"Block Group 1, Census Tract 162, New York County, New York",1604,402,1143,364,284,258,713,280,0,11,124,88,0,11,0,11,22,33,0,11,22,33,461,320,405,321,0,11,0,11,0,11,0,11,56,45,0,11,0,11,0,11
1500000US360610162002,360610162002,"Block Group 2, Census Tract 162, New York County, New York",1814,599,1075,479,151,178,878,427,0,11,24,27,0,11,0,11,22,37,0,11,22,37,739,495,111,88,13,21,0,11,0,11,0,11,585,491,30,48,30,48,0,11
1500000US360610162003,360610162003,"Block Group 3, Census Tract 162, New York County, New York",1514,544,282,212,0,11,282,212,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1232,510,329,280,262,389,0,11,0,11,0,11,625,283,16,25,16,25,0,11
1500000US360610162004,360610162004,"Block Group 4, Census Tract 162, New York County, New York",2618,810,1370,686,11,18,1168,675,0,11,191,160,0,11,0,11,0,11,0,11,0,11,1248,530,529,405,161,149,0,11,0,11,0,11,540,335,18,29,0,11,18,29
1500000US360610162005,360610162005,"Block Group 5, Census Tract 162, New York County, New York",1645,370,664,266,187,174,312,188,0,11,105,100,0,11,18,30,42,50,0,11,42,50,981,355,374,231,50,102,0,11,0,11,0,11,546,334,11,18,11,18,0,11
1500000US360610163000,360610163000,"Block Group 0, Census Tract 163, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
